Comparing the following files: 
kelly_front_s31_v2/,  kelly_front_s32_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s31_v2_vs_kelly_front_s32_v2,  average
(276, 341),     0.42329,       0.42329
(154, 285),     0.42333,       0.42333
(26, 145),     0.42349,       0.42349
(265, 466),     0.4235,       0.4235
(253, 260),     0.42382,       0.42382
(254, 383),     0.42389,       0.42389
(7, 283),     0.42402,       0.42402
(254, 260),     0.42404,       0.42404
(300, 382),     0.42412,       0.42412
(276, 384),     0.42417,       0.42417
(163, 259),     0.42435,       0.42435
(52, 133),     0.42448,       0.42448
(159, 257),     0.4246,       0.4246
(353, 383),     0.42464,       0.42464
(157, 466),     0.42465,       0.42465
(161, 296),     0.42491,       0.42491
(112, 263),     0.42491,       0.42491
(56, 110),     0.42498,       0.42498
(260, 373),     0.42514,       0.42514
(247, 258),     0.4252,       0.4252
(254, 341),     0.42531,       0.42531
(25, 259),     0.42546,       0.42546
(374, 398),     0.42546,       0.42546
(133, 386),     0.42573,       0.42573
(339, 383),     0.4258,       0.4258
(283, 381),     0.42582,       0.42582
(105, 246),     0.42585,       0.42585
(130, 286),     0.42589,       0.42589
(130, 293),     0.42596,       0.42596
(53, 157),     0.42607,       0.42607
(24, 66),     0.42612,       0.42612
(193, 300),     0.42615,       0.42615
(252, 466),     0.42622,       0.42622
(158, 193),     0.42629,       0.42629
(173, 259),     0.42654,       0.42654
(246, 263),     0.42657,       0.42657
(35, 282),     0.42668,       0.42668
(157, 282),     0.4268,       0.4268
(26, 466),     0.42687,       0.42687
(112, 285),     0.42691,       0.42691
(173, 359),     0.42709,       0.42709
(160, 190),     0.42715,       0.42715
(105, 144),     0.4274,       0.4274
(334, 417),     0.42747,       0.42747
(300, 341),     0.42759,       0.42759
(300, 463),     0.42776,       0.42776
(33, 388),     0.4278,       0.4278
(160, 417),     0.42785,       0.42785
(65, 112),     0.4279,       0.4279
(112, 336),     0.42793,       0.42793
(35, 65),     0.42797,       0.42797
(27, 283),     0.42815,       0.42815
(55, 296),     0.42815,       0.42815
(24, 190),     0.42837,       0.42837
(160, 286),     0.42867,       0.42867
(22, 466),     0.42869,       0.42869
(254, 467),     0.42916,       0.42916
(256, 282),     0.42917,       0.42917
(158, 259),     0.42919,       0.42919
(27, 259),     0.42919,       0.42919
(145, 359),     0.42923,       0.42923
(253, 286),     0.42924,       0.42924
(163, 466),     0.42928,       0.42928
(387, 463),     0.42932,       0.42932
(66, 276),     0.42952,       0.42952
(353, 388),     0.42962,       0.42962
(173, 257),     0.42978,       0.42978
(133, 296),     0.42998,       0.42998
(29, 467),     0.43007,       0.43007
(55, 190),     0.4301,       0.4301
(65, 249),     0.43032,       0.43032
(243, 263),     0.43055,       0.43055
(65, 390),     0.43059,       0.43059
(110, 155),     0.43069,       0.43069
(24, 28),     0.43074,       0.43074
(105, 124),     0.43074,       0.43074
(160, 161),     0.43088,       0.43088
(33, 260),     0.43094,       0.43094
(70, 283),     0.43106,       0.43106
(257, 374),     0.4311,       0.4311
(130, 161),     0.43121,       0.43121
(66, 362),     0.43126,       0.43126
(35, 156),     0.43128,       0.43128
(52, 336),     0.43136,       0.43136
(7, 56),     0.43149,       0.43149
(173, 286),     0.43157,       0.43157
(246, 467),     0.43163,       0.43163
(190, 259),     0.4317,       0.4317
(145, 263),     0.43203,       0.43203
(24, 388),     0.43204,       0.43204
(133, 388),     0.43205,       0.43205
(7, 260),     0.43212,       0.43212
(144, 263),     0.43212,       0.43212
(24, 52),     0.43241,       0.43241
(259, 341),     0.43267,       0.43267
(25, 156),     0.43287,       0.43287
(246, 359),     0.43294,       0.43294
(252, 259),     0.43305,       0.43305
(145, 466),     0.4332,       0.4332
(24, 336),     0.4332,       0.4332
(193, 252),     0.43322,       0.43322
(256, 259),     0.43324,       0.43324
(24, 27),     0.43344,       0.43344
(25, 286),     0.43353,       0.43353
(110, 263),     0.43373,       0.43373
(193, 295),     0.43376,       0.43376
(55, 293),     0.43379,       0.43379
(243, 260),     0.43387,       0.43387
(124, 283),     0.43403,       0.43403
(257, 466),     0.43427,       0.43427
(359, 390),     0.4349,       0.4349
(65, 263),     0.43492,       0.43492
(253, 414),     0.43515,       0.43515
(256, 283),     0.4353,       0.4353
(55, 112),     0.43543,       0.43543
(160, 295),     0.43574,       0.43574
(105, 156),     0.43578,       0.43578
(30, 52),     0.43585,       0.43585
(159, 258),     0.43587,       0.43587
(144, 359),     0.43611,       0.43611
(25, 35),     0.43625,       0.43625
(246, 249),     0.43627,       0.43627
(386, 390),     0.43651,       0.43651
(25, 466),     0.43655,       0.43655
(173, 258),     0.43658,       0.43658
(24, 53),     0.43667,       0.43667
(161, 283),     0.43679,       0.43679
(155, 336),     0.43697,       0.43697
(29, 259),     0.43706,       0.43706
(158, 159),     0.43708,       0.43708
(33, 293),     0.43726,       0.43726
(153, 359),     0.4373,       0.4373
(259, 382),     0.43744,       0.43744
(30, 259),     0.43748,       0.43748
(282, 382),     0.43753,       0.43753
(24, 173),     0.43759,       0.43759
(25, 56),     0.43762,       0.43762
(133, 466),     0.43767,       0.43767
(107, 466),     0.43768,       0.43768
(157, 249),     0.43773,       0.43773
(65, 300),     0.43787,       0.43787
(163, 260),     0.438,       0.438
(173, 467),     0.43818,       0.43818
(7, 35),     0.4383,       0.4383
(144, 295),     0.43832,       0.43832
(159, 161),     0.4387,       0.4387
(133, 259),     0.43884,       0.43884
(173, 384),     0.43915,       0.43915
(28, 30),     0.43915,       0.43915
(285, 293),     0.4392,       0.4392
(7, 466),     0.43939,       0.43939
(7, 156),     0.43945,       0.43945
(173, 386),     0.43953,       0.43953
(66, 373),     0.43962,       0.43962
(130, 387),     0.43964,       0.43964
(259, 381),     0.43964,       0.43964
(293, 341),     0.43988,       0.43988
(163, 282),     0.4399,       0.4399
(190, 286),     0.43996,       0.43996
(157, 260),     0.43997,       0.43997
(23, 249),     0.43997,       0.43997
(263, 466),     0.44002,       0.44002
(29, 260),     0.44034,       0.44034
(190, 260),     0.44039,       0.44039
(25, 260),     0.44042,       0.44042
(65, 336),     0.44046,       0.44046
(293, 417),     0.44052,       0.44052
(173, 260),     0.44053,       0.44053
(70, 110),     0.44061,       0.44061
(130, 260),     0.44069,       0.44069
(110, 359),     0.4407,       0.4407
(157, 259),     0.44084,       0.44084
(144, 386),     0.44089,       0.44089
(66, 154),     0.44106,       0.44106
(243, 398),     0.44109,       0.44109
(112, 388),     0.4411,       0.4411
(29, 70),     0.44118,       0.44118
(30, 293),     0.44133,       0.44133
(153, 285),     0.44144,       0.44144
(133, 467),     0.4417,       0.4417
(133, 260),     0.44189,       0.44189
(30, 257),     0.442,       0.442
(22, 163),     0.44204,       0.44204
(259, 374),     0.44207,       0.44207
(380, 414),     0.44209,       0.44209
(70, 163),     0.44216,       0.44216
(55, 466),     0.44243,       0.44243
(24, 249),     0.44245,       0.44245
(25, 283),     0.44249,       0.44249
(33, 466),     0.44294,       0.44294
(373, 467),     0.44298,       0.44298
(27, 257),     0.44303,       0.44303
(163, 398),     0.44307,       0.44307
(293, 463),     0.44311,       0.44311
(159, 388),     0.44317,       0.44317
(105, 155),     0.44318,       0.44318
(173, 387),     0.44327,       0.44327
(353, 385),     0.44327,       0.44327
(260, 374),     0.44332,       0.44332
(190, 257),     0.44334,       0.44334
(133, 359),     0.44337,       0.44337
(133, 295),     0.44343,       0.44343
(190, 467),     0.44345,       0.44345
(157, 257),     0.44355,       0.44355
(254, 362),     0.44401,       0.44401
(247, 260),     0.44406,       0.44406
(160, 387),     0.44421,       0.44421
(110, 386),     0.44428,       0.44428
(105, 336),     0.44441,       0.44441
(282, 417),     0.44449,       0.44449
(24, 63),     0.44476,       0.44476
(112, 414),     0.44478,       0.44478
(190, 258),     0.44489,       0.44489
(52, 359),     0.44511,       0.44511
(7, 107),     0.44512,       0.44512
(374, 466),     0.44519,       0.44519
(30, 110),     0.44524,       0.44524
(53, 246),     0.44531,       0.44531
(65, 155),     0.44534,       0.44534
(28, 260),     0.44537,       0.44537
(26, 336),     0.44571,       0.44571
(173, 466),     0.44574,       0.44574
(55, 133),     0.44579,       0.44579
(52, 157),     0.44583,       0.44583
(173, 263),     0.44593,       0.44593
(33, 247),     0.44605,       0.44605
(35, 334),     0.4462,       0.4462
(24, 56),     0.44637,       0.44637
(29, 257),     0.44644,       0.44644
(130, 398),     0.44651,       0.44651
(110, 260),     0.44653,       0.44653
(110, 259),     0.44653,       0.44653
(66, 382),     0.4466,       0.4466
(390, 467),     0.4466,       0.4466
(55, 161),     0.44671,       0.44671
(23, 154),     0.44682,       0.44682
(190, 386),     0.44715,       0.44715
(145, 388),     0.44717,       0.44717
(283, 382),     0.44718,       0.44718
(24, 467),     0.44721,       0.44721
(110, 467),     0.44726,       0.44726
(26, 107),     0.44726,       0.44726
(26, 65),     0.44727,       0.44727
(144, 296),     0.44741,       0.44741
(110, 414),     0.44743,       0.44743
(285, 295),     0.44752,       0.44752
(157, 258),     0.44756,       0.44756
(153, 263),     0.44767,       0.44767
(383, 387),     0.44807,       0.44807
(63, 295),     0.44819,       0.44819
(380, 381),     0.44848,       0.44848
(296, 384),     0.44852,       0.44852
(30, 260),     0.44863,       0.44863
(161, 334),     0.44873,       0.44873
(163, 263),     0.44876,       0.44876
(65, 276),     0.44882,       0.44882
(65, 259),     0.44888,       0.44888
(33, 112),     0.4489,       0.4489
(243, 296),     0.44891,       0.44891
(66, 398),     0.44892,       0.44892
(144, 467),     0.44914,       0.44914
(144, 385),     0.44923,       0.44923
(173, 282),     0.44934,       0.44934
(163, 467),     0.44943,       0.44943
(30, 467),     0.44947,       0.44947
(112, 467),     0.4496,       0.4496
(190, 359),     0.44964,       0.44964
(259, 300),     0.44971,       0.44971
(28, 33),     0.44991,       0.44991
(107, 417),     0.45002,       0.45002
(246, 398),     0.45018,       0.45018
(33, 56),     0.45023,       0.45023
(66, 259),     0.45028,       0.45028
(29, 293),     0.4503,       0.4503
(26, 285),     0.45048,       0.45048
(27, 29),     0.45057,       0.45057
(27, 263),     0.45058,       0.45058
(65, 339),     0.45062,       0.45062
(243, 259),     0.45078,       0.45078
(158, 257),     0.45098,       0.45098
(23, 467),     0.4511,       0.4511
(55, 334),     0.45113,       0.45113
(33, 362),     0.45114,       0.45114
(173, 388),     0.45117,       0.45117
(145, 173),     0.45121,       0.45121
(374, 383),     0.45137,       0.45137
(30, 359),     0.45139,       0.45139
(22, 249),     0.4514,       0.4514
(259, 380),     0.45143,       0.45143
(133, 263),     0.45144,       0.45144
(55, 63),     0.45146,       0.45146
(33, 157),     0.45169,       0.45169
(107, 155),     0.45194,       0.45194
(27, 255),     0.45197,       0.45197
(33, 276),     0.45199,       0.45199
(27, 249),     0.45206,       0.45206
(158, 388),     0.45237,       0.45237
(23, 388),     0.45244,       0.45244
(25, 158),     0.45252,       0.45252
(35, 130),     0.45255,       0.45255
(7, 467),     0.45284,       0.45284
(33, 463),     0.45316,       0.45316
(153, 466),     0.45334,       0.45334
(28, 259),     0.45346,       0.45346
(362, 387),     0.45391,       0.45391
(33, 467),     0.45399,       0.45399
(55, 282),     0.4541,       0.4541
(133, 286),     0.45424,       0.45424
(144, 260),     0.45432,       0.45432
(133, 155),     0.45441,       0.45441
(160, 282),     0.45463,       0.45463
(110, 385),     0.45475,       0.45475
(110, 257),     0.45485,       0.45485
(190, 384),     0.4549,       0.4549
(35, 387),     0.45508,       0.45508
(154, 359),     0.45525,       0.45525
(144, 259),     0.45553,       0.45553
(7, 463),     0.45554,       0.45554
(35, 155),     0.4558,       0.4558
(56, 259),     0.4558,       0.4558
(163, 359),     0.45592,       0.45592
(26, 112),     0.45599,       0.45599
(63, 285),     0.45603,       0.45603
(107, 163),     0.45611,       0.45611
(25, 467),     0.45628,       0.45628
(52, 296),     0.45628,       0.45628
(56, 144),     0.45676,       0.45676
(276, 283),     0.45676,       0.45676
(334, 388),     0.45678,       0.45678
(66, 293),     0.45683,       0.45683
(154, 336),     0.45688,       0.45688
(300, 388),     0.45689,       0.45689
(7, 157),     0.45695,       0.45695
(28, 417),     0.45699,       0.45699
(155, 387),     0.45704,       0.45704
(55, 417),     0.45707,       0.45707
(282, 341),     0.45707,       0.45707
(160, 283),     0.45714,       0.45714
(35, 385),     0.45715,       0.45715
(243, 386),     0.45723,       0.45723
(35, 386),     0.45732,       0.45732
(105, 112),     0.45741,       0.45741
(65, 293),     0.45774,       0.45774
(56, 286),     0.45784,       0.45784
(247, 286),     0.45791,       0.45791
(55, 144),     0.45793,       0.45793
(158, 300),     0.45797,       0.45797
(246, 293),     0.45809,       0.45809
(257, 300),     0.45811,       0.45811
(157, 293),     0.45816,       0.45816
(28, 265),     0.45831,       0.45831
(7, 362),     0.45836,       0.45836
(7, 145),     0.45843,       0.45843
(26, 249),     0.4585,       0.4585
(33, 35),     0.45851,       0.45851
(252, 257),     0.45852,       0.45852
(28, 283),     0.45853,       0.45853
(28, 63),     0.45858,       0.45858
(35, 154),     0.45863,       0.45863
(70, 173),     0.45864,       0.45864
(246, 276),     0.45885,       0.45885
(35, 110),     0.45885,       0.45885
(46, 283),     0.45886,       0.45886
(46, 246),     0.45901,       0.45901
(26, 467),     0.45941,       0.45941
(53, 56),     0.45951,       0.45951
(7, 263),     0.45956,       0.45956
(159, 286),     0.45965,       0.45965
(27, 56),     0.45977,       0.45977
(145, 336),     0.4598,       0.4598
(110, 249),     0.45995,       0.45995
(28, 257),     0.45997,       0.45997
(33, 263),     0.46016,       0.46016
(30, 163),     0.46019,       0.46019
(30, 258),     0.46025,       0.46025
(247, 467),     0.46036,       0.46036
(27, 265),     0.46038,       0.46038
(35, 283),     0.46038,       0.46038
(25, 263),     0.46046,       0.46046
(52, 144),     0.46047,       0.46047
(53, 66),     0.46062,       0.46062
(157, 388),     0.46077,       0.46077
(254, 463),     0.46086,       0.46086
(66, 144),     0.4609,       0.4609
(145, 190),     0.46094,       0.46094
(25, 463),     0.46106,       0.46106
(157, 160),     0.46112,       0.46112
(246, 390),     0.46117,       0.46117
(24, 260),     0.46118,       0.46118
(53, 144),     0.46119,       0.46119
(46, 157),     0.46123,       0.46123
(22, 467),     0.46128,       0.46128
(259, 265),     0.46133,       0.46133
(56, 63),     0.46136,       0.46136
(65, 296),     0.4614,       0.4614
(258, 414),     0.46153,       0.46153
(110, 384),     0.46155,       0.46155
(247, 276),     0.46161,       0.46161
(144, 414),     0.46173,       0.46173
(26, 35),     0.46173,       0.46173
(105, 359),     0.46181,       0.46181
(283, 384),     0.46186,       0.46186
(130, 388),     0.462,       0.462
(66, 463),     0.46202,       0.46202
(158, 417),     0.46203,       0.46203
(293, 295),     0.46217,       0.46217
(130, 160),     0.46221,       0.46221
(130, 276),     0.46225,       0.46225
(161, 276),     0.46235,       0.46235
(70, 293),     0.46237,       0.46237
(144, 257),     0.4624,       0.4624
(156, 257),     0.46249,       0.46249
(130, 467),     0.46259,       0.46259
(362, 381),     0.46261,       0.46261
(133, 257),     0.46276,       0.46276
(29, 46),     0.46279,       0.46279
(155, 466),     0.46282,       0.46282
(163, 334),     0.46288,       0.46288
(144, 249),     0.46299,       0.46299
(159, 300),     0.463,       0.463
(283, 341),     0.46305,       0.46305
(23, 66),     0.46314,       0.46314
(144, 157),     0.46319,       0.46319
(70, 246),     0.46325,       0.46325
(53, 334),     0.46331,       0.46331
(155, 388),     0.46332,       0.46332
(157, 286),     0.46338,       0.46338
(155, 385),     0.46345,       0.46345
(112, 243),     0.4635,       0.4635
(63, 144),     0.46354,       0.46354
(145, 467),     0.46357,       0.46357
(383, 390),     0.46358,       0.46358
(336, 388),     0.46359,       0.46359
(155, 359),     0.4636,       0.4636
(381, 382),     0.46366,       0.46366
(56, 283),     0.46378,       0.46378
(243, 295),     0.46399,       0.46399
(27, 293),     0.46405,       0.46405
(23, 285),     0.46409,       0.46409
(380, 463),     0.46411,       0.46411
(28, 263),     0.46413,       0.46413
(156, 258),     0.46428,       0.46428
(296, 388),     0.46428,       0.46428
(110, 190),     0.46435,       0.46435
(145, 387),     0.46439,       0.46439
(53, 295),     0.46444,       0.46444
(293, 388),     0.46448,       0.46448
(155, 398),     0.46449,       0.46449
(65, 334),     0.46454,       0.46454
(253, 256),     0.46489,       0.46489
(243, 384),     0.46496,       0.46496
(124, 257),     0.46507,       0.46507
(26, 388),     0.46509,       0.46509
(65, 373),     0.46526,       0.46526
(161, 390),     0.46532,       0.46532
(190, 414),     0.46548,       0.46548
(66, 130),     0.46554,       0.46554
(161, 255),     0.46557,       0.46557
(33, 249),     0.46559,       0.46559
(25, 362),     0.4656,       0.4656
(154, 263),     0.46565,       0.46565
(26, 55),     0.46567,       0.46567
(23, 255),     0.46569,       0.46569
(7, 293),     0.46571,       0.46571
(33, 66),     0.46573,       0.46573
(35, 190),     0.46585,       0.46585
(25, 359),     0.46606,       0.46606
(35, 112),     0.46612,       0.46612
(24, 65),     0.46615,       0.46615
(124, 258),     0.46621,       0.46621
(63, 334),     0.46635,       0.46635
(24, 46),     0.46647,       0.46647
(105, 154),     0.46652,       0.46652
(23, 105),     0.46656,       0.46656
(28, 249),     0.46664,       0.46664
(161, 414),     0.46666,       0.46666
(105, 243),     0.46676,       0.46676
(23, 190),     0.46678,       0.46678
(33, 107),     0.46682,       0.46682
(161, 384),     0.46684,       0.46684
(110, 258),     0.46688,       0.46688
(110, 398),     0.46689,       0.46689
(65, 283),     0.46694,       0.46694
(158, 258),     0.46705,       0.46705
(193, 334),     0.46711,       0.46711
(7, 359),     0.46718,       0.46718
(28, 35),     0.46726,       0.46726
(52, 155),     0.46729,       0.46729
(66, 283),     0.46758,       0.46758
(27, 390),     0.46761,       0.46761
(283, 463),     0.4677,       0.4677
(35, 388),     0.46782,       0.46782
(381, 414),     0.46784,       0.46784
(24, 296),     0.46791,       0.46791
(154, 466),     0.46792,       0.46792
(282, 463),     0.468,       0.468
(155, 386),     0.46802,       0.46802
(26, 105),     0.46803,       0.46803
(22, 388),     0.46809,       0.46809
(160, 276),     0.46814,       0.46814
(243, 385),     0.46817,       0.46817
(24, 35),     0.4682,       0.4682
(66, 254),     0.46828,       0.46828
(66, 124),     0.46838,       0.46838
(28, 255),     0.46856,       0.46856
(383, 386),     0.46857,       0.46857
(33, 359),     0.4686,       0.4686
(373, 383),     0.4686,       0.4686
(35, 133),     0.4687,       0.4687
(155, 384),     0.46873,       0.46873
(145, 249),     0.4688,       0.4688
(70, 157),     0.46893,       0.46893
(156, 293),     0.46903,       0.46903
(160, 300),     0.46904,       0.46904
(153, 388),     0.46906,       0.46906
(285, 388),     0.4691,       0.4691
(155, 263),     0.46929,       0.46929
(65, 110),     0.46936,       0.46936
(63, 282),     0.46938,       0.46938
(24, 154),     0.46949,       0.46949
(112, 260),     0.46975,       0.46975
(112, 296),     0.4698,       0.4698
(53, 55),     0.46989,       0.46989
(35, 414),     0.47003,       0.47003
(130, 466),     0.47004,       0.47004
(258, 380),     0.47022,       0.47022
(35, 163),     0.47026,       0.47026
(144, 384),     0.47028,       0.47028
(66, 157),     0.4703,       0.4703
(27, 258),     0.47036,       0.47036
(193, 283),     0.47045,       0.47045
(22, 243),     0.47047,       0.47047
(110, 124),     0.47051,       0.47051
(265, 373),     0.47058,       0.47058
(24, 387),     0.47062,       0.47062
(246, 255),     0.47069,       0.47069
(252, 258),     0.47069,       0.47069
(163, 249),     0.4707,       0.4707
(161, 293),     0.47083,       0.47083
(144, 258),     0.47084,       0.47084
(24, 255),     0.47099,       0.47099
(65, 163),     0.47106,       0.47106
(339, 467),     0.47107,       0.47107
(29, 263),     0.47114,       0.47114
(35, 243),     0.4712,       0.4712
(112, 249),     0.4714,       0.4714
(29, 258),     0.47148,       0.47148
(386, 398),     0.47163,       0.47163
(53, 285),     0.4718,       0.4718
(28, 144),     0.47181,       0.47181
(112, 130),     0.4719,       0.4719
(247, 385),     0.47196,       0.47196
(7, 249),     0.47211,       0.47211
(130, 157),     0.47217,       0.47217
(160, 386),     0.4722,       0.4722
(23, 260),     0.47221,       0.47221
(35, 257),     0.47228,       0.47228
(22, 66),     0.47234,       0.47234
(382, 387),     0.47241,       0.47241
(156, 385),     0.47251,       0.47251
(30, 156),     0.47254,       0.47254
(52, 467),     0.47257,       0.47257
(161, 300),     0.4726,       0.4726
(65, 154),     0.47263,       0.47263
(112, 193),     0.4727,       0.4727
(144, 286),     0.47293,       0.47293
(35, 466),     0.47301,       0.47301
(24, 259),     0.4731,       0.4731
(190, 387),     0.47329,       0.47329
(153, 336),     0.47337,       0.47337
(257, 380),     0.47347,       0.47347
(7, 65),     0.47396,       0.47396
(190, 263),     0.47403,       0.47403
(7, 276),     0.47408,       0.47408
(33, 390),     0.47424,       0.47424
(110, 286),     0.4745,       0.4745
(65, 247),     0.47452,       0.47452
(153, 467),     0.47455,       0.47455
(157, 283),     0.47458,       0.47458
(52, 112),     0.47466,       0.47466
(158, 246),     0.47472,       0.47472
(25, 249),     0.47472,       0.47472
(26, 296),     0.4748,       0.4748
(23, 336),     0.47519,       0.47519
(112, 387),     0.47532,       0.47532
(155, 467),     0.47538,       0.47538
(282, 384),     0.47541,       0.47541
(52, 334),     0.47551,       0.47551
(66, 381),     0.47569,       0.47569
(28, 258),     0.47574,       0.47574
(246, 300),     0.47576,       0.47576
(24, 390),     0.47577,       0.47577
(193, 414),     0.47597,       0.47597
(158, 383),     0.47612,       0.47612
(66, 341),     0.47627,       0.47627
(159, 383),     0.47632,       0.47632
(159, 276),     0.47637,       0.47637
(158, 163),     0.47644,       0.47644
(173, 398),     0.47668,       0.47668
(28, 390),     0.47673,       0.47673
(30, 56),     0.47675,       0.47675
(33, 300),     0.47678,       0.47678
(163, 283),     0.47682,       0.47682
(247, 359),     0.47699,       0.47699
(55, 155),     0.47727,       0.47727
(35, 258),     0.47737,       0.47737
(155, 296),     0.47738,       0.47738
(56, 161),     0.47739,       0.47739
(107, 296),     0.47739,       0.47739
(154, 388),     0.47752,       0.47752
(22, 255),     0.47754,       0.47754
(243, 249),     0.47755,       0.47755
(22, 285),     0.47766,       0.47766
(159, 283),     0.47769,       0.47769
(35, 259),     0.47775,       0.47775
(56, 359),     0.47781,       0.47781
(362, 380),     0.47782,       0.47782
(24, 295),     0.47793,       0.47793
(35, 384),     0.47801,       0.47801
(52, 265),     0.47852,       0.47852
(383, 467),     0.47856,       0.47856
(25, 293),     0.47867,       0.47867
(23, 390),     0.47889,       0.47889
(246, 353),     0.47891,       0.47891
(56, 246),     0.47893,       0.47893
(190, 247),     0.47897,       0.47897
(124, 173),     0.47932,       0.47932
(27, 144),     0.4794,       0.4794
(66, 153),     0.47943,       0.47943
(158, 334),     0.47951,       0.47951
(193, 293),     0.47962,       0.47962
(190, 466),     0.47966,       0.47966
(107, 286),     0.47968,       0.47968
(133, 258),     0.47973,       0.47973
(56, 260),     0.47985,       0.47985
(46, 293),     0.47985,       0.47985
(260, 384),     0.47987,       0.47987
(158, 293),     0.47991,       0.47991
(24, 29),     0.48001,       0.48001
(28, 133),     0.48003,       0.48003
(157, 300),     0.48018,       0.48018
(53, 282),     0.48018,       0.48018
(23, 193),     0.48019,       0.48019
(257, 362),     0.48019,       0.48019
(105, 296),     0.48027,       0.48027
(285, 334),     0.48029,       0.48029
(190, 334),     0.4803,       0.4803
(66, 466),     0.48035,       0.48035
(26, 52),     0.4804,       0.4804
(130, 359),     0.4806,       0.4806
(107, 110),     0.48064,       0.48064
(263, 265),     0.48065,       0.48065
(130, 263),     0.48067,       0.48067
(156, 384),     0.48083,       0.48083
(33, 353),     0.48096,       0.48096
(110, 157),     0.48109,       0.48109
(158, 255),     0.48121,       0.48121
(53, 133),     0.48127,       0.48127
(35, 153),     0.48131,       0.48131
(29, 249),     0.48136,       0.48136
(66, 374),     0.48137,       0.48137
(145, 260),     0.48158,       0.48158
(295, 388),     0.4816,       0.4816
(155, 260),     0.48162,       0.48162
(110, 154),     0.48164,       0.48164
(30, 263),     0.48181,       0.48181
(110, 334),     0.48194,       0.48194
(160, 383),     0.48196,       0.48196
(124, 385),     0.48206,       0.48206
(110, 390),     0.48208,       0.48208
(159, 387),     0.48217,       0.48217
(23, 28),     0.48222,       0.48222
(161, 353),     0.48224,       0.48224
(156, 286),     0.48233,       0.48233
(159, 295),     0.48245,       0.48245
(7, 390),     0.48254,       0.48254
(380, 382),     0.48254,       0.48254
(160, 334),     0.48259,       0.48259
(154, 467),     0.48259,       0.48259
(161, 383),     0.48264,       0.48264
(247, 384),     0.48266,       0.48266
(65, 466),     0.48288,       0.48288
(30, 276),     0.48296,       0.48296
(249, 265),     0.48303,       0.48303
(110, 282),     0.48314,       0.48314
(35, 398),     0.48314,       0.48314
(160, 255),     0.48323,       0.48323
(110, 153),     0.48324,       0.48324
(107, 154),     0.48328,       0.48328
(26, 243),     0.48337,       0.48337
(26, 260),     0.48344,       0.48344
(25, 107),     0.48345,       0.48345
(52, 154),     0.48346,       0.48346
(155, 259),     0.48347,       0.48347
(158, 283),     0.4836,       0.4836
(257, 383),     0.48368,       0.48368
(155, 295),     0.48375,       0.48375
(154, 387),     0.48389,       0.48389
(22, 260),     0.4839,       0.4839
(24, 107),     0.48395,       0.48395
(124, 293),     0.4841,       0.4841
(160, 293),     0.48416,       0.48416
(26, 153),     0.48416,       0.48416
(52, 243),     0.48421,       0.48421
(159, 193),     0.48447,       0.48447
(246, 383),     0.48463,       0.48463
(56, 467),     0.48463,       0.48463
(105, 265),     0.48467,       0.48467
(35, 286),     0.48475,       0.48475
(158, 295),     0.48479,       0.48479
(156, 259),     0.48515,       0.48515
(190, 388),     0.48517,       0.48517
(158, 276),     0.48519,       0.48519
(52, 246),     0.48523,       0.48523
(110, 156),     0.4853,       0.4853
(173, 249),     0.48533,       0.48533
(23, 52),     0.48536,       0.48536
(22, 336),     0.48536,       0.48536
(159, 282),     0.48548,       0.48548
(260, 265),     0.48558,       0.48558
(247, 386),     0.48567,       0.48567
(29, 417),     0.48567,       0.48567
(157, 387),     0.48577,       0.48577
(35, 263),     0.48603,       0.48603
(156, 386),     0.48609,       0.48609
(124, 259),     0.48611,       0.48611
(25, 390),     0.48628,       0.48628
(55, 258),     0.4863,       0.4863
(153, 387),     0.48632,       0.48632
(29, 276),     0.48643,       0.48643
(28, 53),     0.48646,       0.48646
(124, 286),     0.48649,       0.48649
(158, 282),     0.48651,       0.48651
(112, 295),     0.48678,       0.48678
(66, 193),     0.48695,       0.48695
(156, 173),     0.48713,       0.48713
(107, 144),     0.48719,       0.48719
(190, 282),     0.48732,       0.48732
(27, 70),     0.48742,       0.48742
(249, 388),     0.48748,       0.48748
(105, 145),     0.48752,       0.48752
(28, 293),     0.48755,       0.48755
(133, 463),     0.48765,       0.48765
(153, 249),     0.48781,       0.48781
(160, 296),     0.48811,       0.48811
(70, 257),     0.48814,       0.48814
(70, 417),     0.48824,       0.48824
(159, 417),     0.48826,       0.48826
(112, 259),     0.48831,       0.48831
(160, 390),     0.48834,       0.48834
(110, 255),     0.48836,       0.48836
(46, 144),     0.48841,       0.48841
(63, 161),     0.48867,       0.48867
(66, 145),     0.48878,       0.48878
(63, 133),     0.48885,       0.48885
(158, 286),     0.48886,       0.48886
(23, 259),     0.48886,       0.48886
(112, 398),     0.48893,       0.48893
(27, 276),     0.48895,       0.48895
(56, 160),     0.48914,       0.48914
(243, 286),     0.48923,       0.48923
(247, 263),     0.48975,       0.48975
(124, 163),     0.48997,       0.48997
(23, 25),     0.49002,       0.49002
(163, 390),     0.49006,       0.49006
(156, 276),     0.49019,       0.49019
(27, 466),     0.49023,       0.49023
(70, 258),     0.49028,       0.49028
(130, 249),     0.49037,       0.49037
(23, 56),     0.49042,       0.49042
(65, 144),     0.49052,       0.49052
(160, 353),     0.49058,       0.49058
(33, 383),     0.49063,       0.49063
